type,start_lineno,end_lineno,filepath
If,852,853,apps/cinder/cinder/tests/unit/volume/drivers/test_fujitsu_dx.py
If,999,1008,apps/cinder/cinder/tests/unit/volume/drivers/test_fujitsu_dx.py
For,1055,1058,apps/cinder/cinder/tests/unit/volume/drivers/test_fujitsu_dx.py
If,1059,1062,apps/cinder/cinder/tests/unit/volume/drivers/test_fujitsu_dx.py
If,1114,1201,apps/cinder/cinder/tests/unit/volume/drivers/test_fujitsu_dx.py
For,1212,1213,apps/cinder/cinder/tests/unit/volume/drivers/test_fujitsu_dx.py
For,1334,1339,apps/cinder/cinder/tests/unit/volume/drivers/test_fujitsu_dx.py
If,1434,1519,apps/cinder/cinder/tests/unit/volume/drivers/test_fujitsu_dx.py
If,1531,1538,apps/cinder/cinder/tests/unit/volume/drivers/test_fujitsu_dx.py
For,1541,1542,apps/cinder/cinder/tests/unit/volume/drivers/test_fujitsu_dx.py
For,1653,1658,apps/cinder/cinder/tests/unit/volume/drivers/test_fujitsu_dx.py
For,1725,1727,apps/cinder/cinder/tests/unit/volume/drivers/test_fujitsu_dx.py
If,1732,1794,apps/cinder/cinder/tests/unit/volume/drivers/test_fujitsu_dx.py
Try,1832,1838,apps/cinder/cinder/tests/unit/volume/drivers/test_fujitsu_dx.py
If,2037,2089,apps/cinder/cinder/tests/unit/volume/drivers/test_fujitsu_dx.py
For,2113,2114,apps/cinder/cinder/tests/unit/volume/drivers/test_fujitsu_dx.py
With,2163,2165,apps/cinder/cinder/tests/unit/volume/drivers/test_fujitsu_dx.py
With,2187,2189,apps/cinder/cinder/tests/unit/volume/drivers/test_fujitsu_dx.py
If,437,443,apps/cinder/cinder/tests/unit/volume/drivers/test_fujitsu_dx.py
If,444,471,apps/cinder/cinder/tests/unit/volume/drivers/test_fujitsu_dx.py
If,479,496,apps/cinder/cinder/tests/unit/volume/drivers/test_fujitsu_dx.py
If,504,522,apps/cinder/cinder/tests/unit/volume/drivers/test_fujitsu_dx.py
If,536,541,apps/cinder/cinder/tests/unit/volume/drivers/test_fujitsu_dx.py
If,550,559,apps/cinder/cinder/tests/unit/volume/drivers/test_fujitsu_dx.py
If,568,576,apps/cinder/cinder/tests/unit/volume/drivers/test_fujitsu_dx.py
If,584,587,apps/cinder/cinder/tests/unit/volume/drivers/test_fujitsu_dx.py
If,588,591,apps/cinder/cinder/tests/unit/volume/drivers/test_fujitsu_dx.py
If,687,688,apps/cinder/cinder/tests/unit/volume/drivers/test_fujitsu_dx.py
If,697,698,apps/cinder/cinder/tests/unit/volume/drivers/test_fujitsu_dx.py
If,1056,1058,apps/cinder/cinder/tests/unit/volume/drivers/test_fujitsu_dx.py
If,1119,1201,apps/cinder/cinder/tests/unit/volume/drivers/test_fujitsu_dx.py
If,1439,1519,apps/cinder/cinder/tests/unit/volume/drivers/test_fujitsu_dx.py
If,1737,1794,apps/cinder/cinder/tests/unit/volume/drivers/test_fujitsu_dx.py
If,2042,2089,apps/cinder/cinder/tests/unit/volume/drivers/test_fujitsu_dx.py
If,440,443,apps/cinder/cinder/tests/unit/volume/drivers/test_fujitsu_dx.py
If,448,471,apps/cinder/cinder/tests/unit/volume/drivers/test_fujitsu_dx.py
If,481,496,apps/cinder/cinder/tests/unit/volume/drivers/test_fujitsu_dx.py
If,506,522,apps/cinder/cinder/tests/unit/volume/drivers/test_fujitsu_dx.py
If,538,541,apps/cinder/cinder/tests/unit/volume/drivers/test_fujitsu_dx.py
If,552,559,apps/cinder/cinder/tests/unit/volume/drivers/test_fujitsu_dx.py
If,570,576,apps/cinder/cinder/tests/unit/volume/drivers/test_fujitsu_dx.py
If,1121,1201,apps/cinder/cinder/tests/unit/volume/drivers/test_fujitsu_dx.py
If,1441,1519,apps/cinder/cinder/tests/unit/volume/drivers/test_fujitsu_dx.py
If,1739,1794,apps/cinder/cinder/tests/unit/volume/drivers/test_fujitsu_dx.py
If,2044,2089,apps/cinder/cinder/tests/unit/volume/drivers/test_fujitsu_dx.py
If,451,471,apps/cinder/cinder/tests/unit/volume/drivers/test_fujitsu_dx.py
If,483,496,apps/cinder/cinder/tests/unit/volume/drivers/test_fujitsu_dx.py
If,508,522,apps/cinder/cinder/tests/unit/volume/drivers/test_fujitsu_dx.py
If,540,541,apps/cinder/cinder/tests/unit/volume/drivers/test_fujitsu_dx.py
If,554,559,apps/cinder/cinder/tests/unit/volume/drivers/test_fujitsu_dx.py
If,572,576,apps/cinder/cinder/tests/unit/volume/drivers/test_fujitsu_dx.py
If,1123,1201,apps/cinder/cinder/tests/unit/volume/drivers/test_fujitsu_dx.py
If,1443,1519,apps/cinder/cinder/tests/unit/volume/drivers/test_fujitsu_dx.py
If,1741,1794,apps/cinder/cinder/tests/unit/volume/drivers/test_fujitsu_dx.py
If,2060,2089,apps/cinder/cinder/tests/unit/volume/drivers/test_fujitsu_dx.py
If,455,471,apps/cinder/cinder/tests/unit/volume/drivers/test_fujitsu_dx.py
If,485,496,apps/cinder/cinder/tests/unit/volume/drivers/test_fujitsu_dx.py
If,510,522,apps/cinder/cinder/tests/unit/volume/drivers/test_fujitsu_dx.py
If,556,559,apps/cinder/cinder/tests/unit/volume/drivers/test_fujitsu_dx.py
If,1133,1201,apps/cinder/cinder/tests/unit/volume/drivers/test_fujitsu_dx.py
If,1453,1519,apps/cinder/cinder/tests/unit/volume/drivers/test_fujitsu_dx.py
If,1757,1794,apps/cinder/cinder/tests/unit/volume/drivers/test_fujitsu_dx.py
If,2065,2089,apps/cinder/cinder/tests/unit/volume/drivers/test_fujitsu_dx.py
If,459,471,apps/cinder/cinder/tests/unit/volume/drivers/test_fujitsu_dx.py
If,487,496,apps/cinder/cinder/tests/unit/volume/drivers/test_fujitsu_dx.py
If,512,522,apps/cinder/cinder/tests/unit/volume/drivers/test_fujitsu_dx.py
If,1138,1201,apps/cinder/cinder/tests/unit/volume/drivers/test_fujitsu_dx.py
If,1458,1519,apps/cinder/cinder/tests/unit/volume/drivers/test_fujitsu_dx.py
If,1762,1794,apps/cinder/cinder/tests/unit/volume/drivers/test_fujitsu_dx.py
If,2069,2089,apps/cinder/cinder/tests/unit/volume/drivers/test_fujitsu_dx.py
If,463,471,apps/cinder/cinder/tests/unit/volume/drivers/test_fujitsu_dx.py
If,489,496,apps/cinder/cinder/tests/unit/volume/drivers/test_fujitsu_dx.py
If,514,522,apps/cinder/cinder/tests/unit/volume/drivers/test_fujitsu_dx.py
If,1143,1201,apps/cinder/cinder/tests/unit/volume/drivers/test_fujitsu_dx.py
If,1463,1519,apps/cinder/cinder/tests/unit/volume/drivers/test_fujitsu_dx.py
If,1766,1794,apps/cinder/cinder/tests/unit/volume/drivers/test_fujitsu_dx.py
If,2079,2089,apps/cinder/cinder/tests/unit/volume/drivers/test_fujitsu_dx.py
If,467,471,apps/cinder/cinder/tests/unit/volume/drivers/test_fujitsu_dx.py
If,491,496,apps/cinder/cinder/tests/unit/volume/drivers/test_fujitsu_dx.py
If,516,522,apps/cinder/cinder/tests/unit/volume/drivers/test_fujitsu_dx.py
If,1153,1201,apps/cinder/cinder/tests/unit/volume/drivers/test_fujitsu_dx.py
If,1473,1519,apps/cinder/cinder/tests/unit/volume/drivers/test_fujitsu_dx.py
If,1776,1794,apps/cinder/cinder/tests/unit/volume/drivers/test_fujitsu_dx.py
If,2084,2089,apps/cinder/cinder/tests/unit/volume/drivers/test_fujitsu_dx.py
If,493,496,apps/cinder/cinder/tests/unit/volume/drivers/test_fujitsu_dx.py
If,518,522,apps/cinder/cinder/tests/unit/volume/drivers/test_fujitsu_dx.py
If,1194,1201,apps/cinder/cinder/tests/unit/volume/drivers/test_fujitsu_dx.py
If,1514,1519,apps/cinder/cinder/tests/unit/volume/drivers/test_fujitsu_dx.py
If,1781,1794,apps/cinder/cinder/tests/unit/volume/drivers/test_fujitsu_dx.py
If,2086,2089,apps/cinder/cinder/tests/unit/volume/drivers/test_fujitsu_dx.py
If,495,496,apps/cinder/cinder/tests/unit/volume/drivers/test_fujitsu_dx.py
If,1196,1201,apps/cinder/cinder/tests/unit/volume/drivers/test_fujitsu_dx.py
If,1516,1519,apps/cinder/cinder/tests/unit/volume/drivers/test_fujitsu_dx.py
If,1783,1794,apps/cinder/cinder/tests/unit/volume/drivers/test_fujitsu_dx.py
If,1198,1201,apps/cinder/cinder/tests/unit/volume/drivers/test_fujitsu_dx.py
If,1785,1794,apps/cinder/cinder/tests/unit/volume/drivers/test_fujitsu_dx.py
If,1787,1794,apps/cinder/cinder/tests/unit/volume/drivers/test_fujitsu_dx.py
If,1789,1794,apps/cinder/cinder/tests/unit/volume/drivers/test_fujitsu_dx.py
If,1791,1794,apps/cinder/cinder/tests/unit/volume/drivers/test_fujitsu_dx.py
With,66,68,apps/cinder/cinder/tests/unit/volume/drivers/test_san.py
If,185,186,apps/cinder/cinder/tests/unit/volume/drivers/test_storpool.py
For,73,80,apps/cinder/cinder/tests/unit/volume/drivers/test_storpool.py
If,100,104,apps/cinder/cinder/tests/unit/volume/drivers/test_storpool.py
If,107,110,apps/cinder/cinder/tests/unit/volume/drivers/test_storpool.py
If,112,115,apps/cinder/cinder/tests/unit/volume/drivers/test_storpool.py
If,117,118,apps/cinder/cinder/tests/unit/volume/drivers/test_storpool.py
For,127,128,apps/cinder/cinder/tests/unit/volume/drivers/test_storpool.py
If,138,139,apps/cinder/cinder/tests/unit/volume/drivers/test_storpool.py
If,141,146,apps/cinder/cinder/tests/unit/volume/drivers/test_storpool.py
If,149,153,apps/cinder/cinder/tests/unit/volume/drivers/test_storpool.py
If,156,160,apps/cinder/cinder/tests/unit/volume/drivers/test_storpool.py
With,208,216,apps/cinder/cinder/tests/unit/volume/drivers/test_storpool.py
If,227,232,apps/cinder/cinder/tests/unit/volume/drivers/test_storpool.py
For,270,283,apps/cinder/cinder/tests/unit/volume/drivers/test_storpool.py
Try,313,318,apps/cinder/cinder/tests/unit/volume/drivers/test_storpool.py
For,367,368,apps/cinder/cinder/tests/unit/volume/drivers/test_storpool.py
For,414,415,apps/cinder/cinder/tests/unit/volume/drivers/test_storpool.py
With,433,441,apps/cinder/cinder/tests/unit/volume/drivers/test_storpool.py
With,493,495,apps/cinder/cinder/tests/unit/volume/drivers/test_storpool.py
If,500,510,apps/cinder/cinder/tests/unit/volume/drivers/test_storpool.py
If,514,515,apps/cinder/cinder/tests/unit/volume/drivers/test_storpool.py
If,109,110,apps/cinder/cinder/tests/unit/volume/drivers/test_storpool.py
If,114,115,apps/cinder/cinder/tests/unit/volume/drivers/test_storpool.py
If,144,145,apps/cinder/cinder/tests/unit/volume/drivers/test_storpool.py
IfExp,170,170,apps/cinder/cinder/tests/unit/volume/drivers/test_storpool.py
If,279,283,apps/cinder/cinder/tests/unit/volume/drivers/test_storpool.py
IfExp,467,467,apps/cinder/cinder/tests/unit/volume/drivers/test_storpool.py
IfExp,468,468,apps/cinder/cinder/tests/unit/volume/drivers/test_storpool.py
IfExp,65,65,apps/cinder/cinder/tests/unit/volume/drivers/test_storpool.py
With,97,99,apps/cinder/cinder/tests/unit/volume/drivers/test_veritas_cnfs.py
With,110,113,apps/cinder/cinder/tests/unit/volume/drivers/test_veritas_cnfs.py
With,156,157,apps/cinder/cinder/tests/unit/volume/drivers/test_veritas_cnfs.py
With,173,174,apps/cinder/cinder/tests/unit/volume/drivers/test_veritas_cnfs.py
With,225,247,apps/cinder/cinder/tests/unit/volume/drivers/test_lvm_driver.py
With,251,272,apps/cinder/cinder/tests/unit/volume/drivers/test_lvm_driver.py
With,279,288,apps/cinder/cinder/tests/unit/volume/drivers/test_lvm_driver.py
With,295,307,apps/cinder/cinder/tests/unit/volume/drivers/test_lvm_driver.py
With,544,568,apps/cinder/cinder/tests/unit/volume/drivers/test_lvm_driver.py
With,594,619,apps/cinder/cinder/tests/unit/volume/drivers/test_lvm_driver.py
For,626,628,apps/cinder/cinder/tests/unit/volume/drivers/test_lvm_driver.py
With,647,649,apps/cinder/cinder/tests/unit/volume/drivers/test_lvm_driver.py
With,659,662,apps/cinder/cinder/tests/unit/volume/drivers/test_lvm_driver.py
With,681,689,apps/cinder/cinder/tests/unit/volume/drivers/test_lvm_driver.py
With,703,707,apps/cinder/cinder/tests/unit/volume/drivers/test_lvm_driver.py
With,720,724,apps/cinder/cinder/tests/unit/volume/drivers/test_lvm_driver.py
With,744,754,apps/cinder/cinder/tests/unit/volume/drivers/test_lvm_driver.py
With,771,776,apps/cinder/cinder/tests/unit/volume/drivers/test_lvm_driver.py
With,786,803,apps/cinder/cinder/tests/unit/volume/drivers/test_lvm_driver.py
With,832,837,apps/cinder/cinder/tests/unit/volume/drivers/test_lvm_driver.py
For,939,951,apps/cinder/cinder/tests/unit/volume/drivers/test_lvm_driver.py
With,962,967,apps/cinder/cinder/tests/unit/volume/drivers/test_lvm_driver.py
With,1102,1136,apps/cinder/cinder/tests/unit/volume/drivers/test_lvm_driver.py
With,1173,1188,apps/cinder/cinder/tests/unit/volume/drivers/test_lvm_driver.py
If,627,628,apps/cinder/cinder/tests/unit/volume/drivers/test_lvm_driver.py
If,209,211,apps/cinder/cinder/tests/unit/volume/drivers/test_rbd.py
If,218,219,apps/cinder/cinder/tests/unit/volume/drivers/test_rbd.py
With,304,306,apps/cinder/cinder/tests/unit/volume/drivers/test_rbd.py
With,358,371,apps/cinder/cinder/tests/unit/volume/drivers/test_rbd.py
With,413,422,apps/cinder/cinder/tests/unit/volume/drivers/test_rbd.py
With,435,440,apps/cinder/cinder/tests/unit/volume/drivers/test_rbd.py
With,448,452,apps/cinder/cinder/tests/unit/volume/drivers/test_rbd.py
If,470,473,apps/cinder/cinder/tests/unit/volume/drivers/test_rbd.py
If,503,504,apps/cinder/cinder/tests/unit/volume/drivers/test_rbd.py
If,505,506,apps/cinder/cinder/tests/unit/volume/drivers/test_rbd.py
If,523,531,apps/cinder/cinder/tests/unit/volume/drivers/test_rbd.py
If,549,558,apps/cinder/cinder/tests/unit/volume/drivers/test_rbd.py
With,653,664,apps/cinder/cinder/tests/unit/volume/drivers/test_rbd.py
With,680,691,apps/cinder/cinder/tests/unit/volume/drivers/test_rbd.py
With,698,707,apps/cinder/cinder/tests/unit/volume/drivers/test_rbd.py
With,805,812,apps/cinder/cinder/tests/unit/volume/drivers/test_rbd.py
With,820,841,apps/cinder/cinder/tests/unit/volume/drivers/test_rbd.py
With,887,907,apps/cinder/cinder/tests/unit/volume/drivers/test_rbd.py
With,923,930,apps/cinder/cinder/tests/unit/volume/drivers/test_rbd.py
With,935,948,apps/cinder/cinder/tests/unit/volume/drivers/test_rbd.py
With,957,962,apps/cinder/cinder/tests/unit/volume/drivers/test_rbd.py
With,971,976,apps/cinder/cinder/tests/unit/volume/drivers/test_rbd.py
With,983,987,apps/cinder/cinder/tests/unit/volume/drivers/test_rbd.py
With,1004,1038,apps/cinder/cinder/tests/unit/volume/drivers/test_rbd.py
With,1108,1137,apps/cinder/cinder/tests/unit/volume/drivers/test_rbd.py
With,1198,1214,apps/cinder/cinder/tests/unit/volume/drivers/test_rbd.py
With,1240,1247,apps/cinder/cinder/tests/unit/volume/drivers/test_rbd.py
With,1263,1271,apps/cinder/cinder/tests/unit/volume/drivers/test_rbd.py
With,1322,1330,apps/cinder/cinder/tests/unit/volume/drivers/test_rbd.py
With,1397,1406,apps/cinder/cinder/tests/unit/volume/drivers/test_rbd.py
With,1537,1549,apps/cinder/cinder/tests/unit/volume/drivers/test_rbd.py
With,1556,1581,apps/cinder/cinder/tests/unit/volume/drivers/test_rbd.py
With,1624,1648,apps/cinder/cinder/tests/unit/volume/drivers/test_rbd.py
With,1654,1663,apps/cinder/cinder/tests/unit/volume/drivers/test_rbd.py
With,1681,1728,apps/cinder/cinder/tests/unit/volume/drivers/test_rbd.py
With,1736,1761,apps/cinder/cinder/tests/unit/volume/drivers/test_rbd.py
For,1778,1783,apps/cinder/cinder/tests/unit/volume/drivers/test_rbd.py
With,1787,1792,apps/cinder/cinder/tests/unit/volume/drivers/test_rbd.py
With,1796,1801,apps/cinder/cinder/tests/unit/volume/drivers/test_rbd.py
With,1805,1815,apps/cinder/cinder/tests/unit/volume/drivers/test_rbd.py
With,1819,1826,apps/cinder/cinder/tests/unit/volume/drivers/test_rbd.py
With,1834,1847,apps/cinder/cinder/tests/unit/volume/drivers/test_rbd.py
If,1933,1940,apps/cinder/cinder/tests/unit/volume/drivers/test_rbd.py
With,1946,1950,apps/cinder/cinder/tests/unit/volume/drivers/test_rbd.py
With,1989,1991,apps/cinder/cinder/tests/unit/volume/drivers/test_rbd.py
With,2028,2031,apps/cinder/cinder/tests/unit/volume/drivers/test_rbd.py
With,2067,2069,apps/cinder/cinder/tests/unit/volume/drivers/test_rbd.py
With,2112,2114,apps/cinder/cinder/tests/unit/volume/drivers/test_rbd.py
With,2158,2162,apps/cinder/cinder/tests/unit/volume/drivers/test_rbd.py
With,2167,2172,apps/cinder/cinder/tests/unit/volume/drivers/test_rbd.py
With,2230,2231,apps/cinder/cinder/tests/unit/volume/drivers/test_rbd.py
With,2300,2304,apps/cinder/cinder/tests/unit/volume/drivers/test_rbd.py
With,2353,2357,apps/cinder/cinder/tests/unit/volume/drivers/test_rbd.py
With,2482,2484,apps/cinder/cinder/tests/unit/volume/drivers/test_rbd.py
If,2498,2501,apps/cinder/cinder/tests/unit/volume/drivers/test_rbd.py
If,2569,2583,apps/cinder/cinder/tests/unit/volume/drivers/test_rbd.py
For,2689,2693,apps/cinder/cinder/tests/unit/volume/drivers/test_rbd.py
With,2750,2761,apps/cinder/cinder/tests/unit/volume/drivers/test_rbd.py
With,2768,2779,apps/cinder/cinder/tests/unit/volume/drivers/test_rbd.py
With,2786,2799,apps/cinder/cinder/tests/unit/volume/drivers/test_rbd.py
With,2804,2806,apps/cinder/cinder/tests/unit/volume/drivers/test_rbd.py
With,2813,2816,apps/cinder/cinder/tests/unit/volume/drivers/test_rbd.py
With,2823,2826,apps/cinder/cinder/tests/unit/volume/drivers/test_rbd.py
With,2833,2836,apps/cinder/cinder/tests/unit/volume/drivers/test_rbd.py
With,3036,3047,apps/cinder/cinder/tests/unit/volume/drivers/test_rbd.py
With,3063,3075,apps/cinder/cinder/tests/unit/volume/drivers/test_rbd.py
With,3204,3214,apps/cinder/cinder/tests/unit/volume/drivers/test_rbd.py
With,3263,3266,apps/cinder/cinder/tests/unit/volume/drivers/test_rbd.py
With,3270,3273,apps/cinder/cinder/tests/unit/volume/drivers/test_rbd.py
With,3282,3285,apps/cinder/cinder/tests/unit/volume/drivers/test_rbd.py
With,3297,3300,apps/cinder/cinder/tests/unit/volume/drivers/test_rbd.py
With,3313,3316,apps/cinder/cinder/tests/unit/volume/drivers/test_rbd.py
With,3330,3341,apps/cinder/cinder/tests/unit/volume/drivers/test_rbd.py
With,3368,3384,apps/cinder/cinder/tests/unit/volume/drivers/test_rbd.py
If,3522,3554,apps/cinder/cinder/tests/unit/volume/drivers/test_rbd.py
If,3576,3579,apps/cinder/cinder/tests/unit/volume/drivers/test_rbd.py
Try,3591,3606,apps/cinder/cinder/tests/unit/volume/drivers/test_rbd.py
With,3618,3630,apps/cinder/cinder/tests/unit/volume/drivers/test_rbd.py
With,3652,3664,apps/cinder/cinder/tests/unit/volume/drivers/test_rbd.py
With,3671,3683,apps/cinder/cinder/tests/unit/volume/drivers/test_rbd.py
With,3688,3695,apps/cinder/cinder/tests/unit/volume/drivers/test_rbd.py
With,3704,3725,apps/cinder/cinder/tests/unit/volume/drivers/test_rbd.py
With,3734,3760,apps/cinder/cinder/tests/unit/volume/drivers/test_rbd.py
With,3766,3791,apps/cinder/cinder/tests/unit/volume/drivers/test_rbd.py
For,210,211,apps/cinder/cinder/tests/unit/volume/drivers/test_rbd.py
If,525,531,apps/cinder/cinder/tests/unit/volume/drivers/test_rbd.py
If,551,558,apps/cinder/cinder/tests/unit/volume/drivers/test_rbd.py
With,655,664,apps/cinder/cinder/tests/unit/volume/drivers/test_rbd.py
With,682,691,apps/cinder/cinder/tests/unit/volume/drivers/test_rbd.py
With,822,841,apps/cinder/cinder/tests/unit/volume/drivers/test_rbd.py
With,889,907,apps/cinder/cinder/tests/unit/volume/drivers/test_rbd.py
With,1241,1245,apps/cinder/cinder/tests/unit/volume/drivers/test_rbd.py
With,1264,1268,apps/cinder/cinder/tests/unit/volume/drivers/test_rbd.py
With,1540,1549,apps/cinder/cinder/tests/unit/volume/drivers/test_rbd.py
With,1559,1581,apps/cinder/cinder/tests/unit/volume/drivers/test_rbd.py
With,1627,1648,apps/cinder/cinder/tests/unit/volume/drivers/test_rbd.py
With,1657,1663,apps/cinder/cinder/tests/unit/volume/drivers/test_rbd.py
IfExp,1676,1676,apps/cinder/cinder/tests/unit/volume/drivers/test_rbd.py
With,1686,1728,apps/cinder/cinder/tests/unit/volume/drivers/test_rbd.py
For,1823,1825,apps/cinder/cinder/tests/unit/volume/drivers/test_rbd.py
If,1837,1847,apps/cinder/cinder/tests/unit/volume/drivers/test_rbd.py
With,1936,1938,apps/cinder/cinder/tests/unit/volume/drivers/test_rbd.py
IfExp,2564,2564,apps/cinder/cinder/tests/unit/volume/drivers/test_rbd.py
If,2571,2574,apps/cinder/cinder/tests/unit/volume/drivers/test_rbd.py
If,2579,2583,apps/cinder/cinder/tests/unit/volume/drivers/test_rbd.py
With,3038,3047,apps/cinder/cinder/tests/unit/volume/drivers/test_rbd.py
With,3065,3075,apps/cinder/cinder/tests/unit/volume/drivers/test_rbd.py
With,3536,3548,apps/cinder/cinder/tests/unit/volume/drivers/test_rbd.py
If,3592,3600,apps/cinder/cinder/tests/unit/volume/drivers/test_rbd.py
With,3621,3630,apps/cinder/cinder/tests/unit/volume/drivers/test_rbd.py
With,3655,3664,apps/cinder/cinder/tests/unit/volume/drivers/test_rbd.py
With,3674,3683,apps/cinder/cinder/tests/unit/volume/drivers/test_rbd.py
With,3707,3725,apps/cinder/cinder/tests/unit/volume/drivers/test_rbd.py
IfExp,1534,1534,apps/cinder/cinder/tests/unit/volume/drivers/test_rbd.py
If,1705,1722,apps/cinder/cinder/tests/unit/volume/drivers/test_rbd.py
IfExp,2945,2945,apps/cinder/cinder/tests/unit/volume/drivers/test_rbd.py
With,3623,3626,apps/cinder/cinder/tests/unit/volume/drivers/test_rbd.py
With,3657,3660,apps/cinder/cinder/tests/unit/volume/drivers/test_rbd.py
With,3675,3679,apps/cinder/cinder/tests/unit/volume/drivers/test_rbd.py
With,3709,3725,apps/cinder/cinder/tests/unit/volume/drivers/test_rbd.py
If,377,380,apps/cinder/cinder/tests/unit/volume/drivers/test_linstordrv.py
If,391,392,apps/cinder/cinder/tests/unit/volume/drivers/test_linstordrv.py
If,88,89,apps/cinder/cinder/tests/unit/volume/drivers/test_vzstorage.py
If,93,94,apps/cinder/cinder/tests/unit/volume/drivers/test_vzstorage.py
With,153,156,apps/cinder/cinder/tests/unit/volume/drivers/test_vzstorage.py
With,192,194,apps/cinder/cinder/tests/unit/volume/drivers/test_vzstorage.py
With,198,200,apps/cinder/cinder/tests/unit/volume/drivers/test_vzstorage.py
With,205,207,apps/cinder/cinder/tests/unit/volume/drivers/test_vzstorage.py
With,212,215,apps/cinder/cinder/tests/unit/volume/drivers/test_vzstorage.py
With,220,223,apps/cinder/cinder/tests/unit/volume/drivers/test_vzstorage.py
With,232,238,apps/cinder/cinder/tests/unit/volume/drivers/test_vzstorage.py
If,250,256,apps/cinder/cinder/tests/unit/volume/drivers/test_vzstorage.py
With,311,317,apps/cinder/cinder/tests/unit/volume/drivers/test_vzstorage.py
With,154,156,apps/cinder/cinder/tests/unit/volume/drivers/test_vzstorage.py
With,234,238,apps/cinder/cinder/tests/unit/volume/drivers/test_vzstorage.py
With,236,238,apps/cinder/cinder/tests/unit/volume/drivers/test_vzstorage.py
If,89,95,apps/cinder/cinder/tests/unit/volume/drivers/test_remotefs.py
If,106,129,apps/cinder/cinder/tests/unit/volume/drivers/test_remotefs.py
If,133,136,apps/cinder/cinder/tests/unit/volume/drivers/test_remotefs.py
If,159,224,apps/cinder/cinder/tests/unit/volume/drivers/test_remotefs.py
If,250,259,apps/cinder/cinder/tests/unit/volume/drivers/test_remotefs.py
If,320,330,apps/cinder/cinder/tests/unit/volume/drivers/test_remotefs.py
If,351,353,apps/cinder/cinder/tests/unit/volume/drivers/test_remotefs.py
If,355,374,apps/cinder/cinder/tests/unit/volume/drivers/test_remotefs.py
If,389,394,apps/cinder/cinder/tests/unit/volume/drivers/test_remotefs.py
With,432,438,apps/cinder/cinder/tests/unit/volume/drivers/test_remotefs.py
If,462,471,apps/cinder/cinder/tests/unit/volume/drivers/test_remotefs.py
If,519,536,apps/cinder/cinder/tests/unit/volume/drivers/test_remotefs.py
If,680,685,apps/cinder/cinder/tests/unit/volume/drivers/test_remotefs.py
If,767,789,apps/cinder/cinder/tests/unit/volume/drivers/test_remotefs.py
If,820,821,apps/cinder/cinder/tests/unit/volume/drivers/test_remotefs.py
If,879,881,apps/cinder/cinder/tests/unit/volume/drivers/test_remotefs.py
With,911,922,apps/cinder/cinder/tests/unit/volume/drivers/test_remotefs.py
If,995,1003,apps/cinder/cinder/tests/unit/volume/drivers/test_remotefs.py
If,1169,1186,apps/cinder/cinder/tests/unit/volume/drivers/test_remotefs.py
If,1457,1460,apps/cinder/cinder/tests/unit/volume/drivers/test_remotefs.py
If,169,182,apps/cinder/cinder/tests/unit/volume/drivers/test_remotefs.py
If,184,224,apps/cinder/cinder/tests/unit/volume/drivers/test_remotefs.py
If,527,530,apps/cinder/cinder/tests/unit/volume/drivers/test_remotefs.py
IfExp,1154,1155,apps/cinder/cinder/tests/unit/volume/drivers/test_remotefs.py
If,1181,1186,apps/cinder/cinder/tests/unit/volume/drivers/test_remotefs.py
IfExp,1441,1441,apps/cinder/cinder/tests/unit/volume/drivers/test_remotefs.py
Try,52,55,apps/cinder/cinder/tests/unit/volume/drivers/test_gpfs.py
If,65,66,apps/cinder/cinder/tests/unit/volume/drivers/test_gpfs.py
If,67,68,apps/cinder/cinder/tests/unit/volume/drivers/test_gpfs.py
Try,95,99,apps/cinder/cinder/tests/unit/volume/drivers/test_gpfs.py
With,585,588,apps/cinder/cinder/tests/unit/volume/drivers/test_gpfs.py
With,593,596,apps/cinder/cinder/tests/unit/volume/drivers/test_gpfs.py
With,603,606,apps/cinder/cinder/tests/unit/volume/drivers/test_gpfs.py
With,616,620,apps/cinder/cinder/tests/unit/volume/drivers/test_gpfs.py
With,630,634,apps/cinder/cinder/tests/unit/volume/drivers/test_gpfs.py
With,646,653,apps/cinder/cinder/tests/unit/volume/drivers/test_gpfs.py
With,662,669,apps/cinder/cinder/tests/unit/volume/drivers/test_gpfs.py
With,1145,1155,apps/cinder/cinder/tests/unit/volume/drivers/test_gpfs.py
Try,2179,2182,apps/cinder/cinder/tests/unit/volume/drivers/test_gpfs.py
With,2243,2251,apps/cinder/cinder/tests/unit/volume/drivers/test_gpfs.py
With,649,653,apps/cinder/cinder/tests/unit/volume/drivers/test_gpfs.py
With,665,669,apps/cinder/cinder/tests/unit/volume/drivers/test_gpfs.py
If,186,194,apps/cinder/cinder/tests/unit/volume/drivers/test_macrosan_drivers.py
If,238,241,apps/cinder/cinder/tests/unit/volume/drivers/test_macrosan_drivers.py
If,244,247,apps/cinder/cinder/tests/unit/volume/drivers/test_macrosan_drivers.py
If,250,253,apps/cinder/cinder/tests/unit/volume/drivers/test_macrosan_drivers.py
If,265,268,apps/cinder/cinder/tests/unit/volume/drivers/test_macrosan_drivers.py
If,271,274,apps/cinder/cinder/tests/unit/volume/drivers/test_macrosan_drivers.py
If,301,304,apps/cinder/cinder/tests/unit/volume/drivers/test_macrosan_drivers.py
If,307,310,apps/cinder/cinder/tests/unit/volume/drivers/test_macrosan_drivers.py
