ID,Option A,Option B,Option A Description,Option B Description
56,s3native.bytes-per-checksum,s3native.stream-buffer-size,The number of bytes per checksum.  Must not be larger than  s3native.stream-buffer-size,"The size of buffer to stream files.  The size of this buffer should probably be a multiple of hardware  page size (4096 on Intel x86), and it determines how much data is  buffered during read and write operations."
57,ftp.bytes-per-checksum,ftp.stream-buffer-size,The number of bytes per checksum.  Must not be larger than  ftp.stream-buffer-size,"The size of buffer to stream files.  The size of this buffer should probably be a multiple of hardware  page size (4096 on Intel x86), and it determines how much data is  buffered during read and write operations."
58,ha.zookeeper.auth,ha.zookeeper.acl," A comma-separated list of ZooKeeper authentications to add when connecting to ZooKeeper. These are specified in the same format as used by the ""addauth"" command in the ZK CLI. It is important that the authentications specified here are sufficient to access znodes with the ACL specified in ha.zookeeper.acl. If the auths contain secrets, you may instead specify a path to a file, prefixed with the '@' symbol, and the value of this configuration will be loaded from within.  "," A comma-separated list of ZooKeeper ACLs to apply to the znodes used by automatic failover. These ACLs are specified in the same format as used by the ZooKeeper CLI. If the ACL itself contains secrets, you may instead specify a path to a file, prefixed with the '@' symbol, and the value of this configuration will be loaded from within.  "
59,rpc.metrics.quantile.enable,rpc.metrics.percentiles.intervals," Setting this property to true and rpc.metrics.percentiles.intervals to a comma-separated list of the granularity in seconds, the 50/75/90/95/99th percentile latency for rpc queue/processing time in milliseconds are added to rpc metrics.  ", A comma-separated list of the granularity in seconds for the metrics which describe the 50/75/90/95/99th percentile latency for rpc queue/processing time. The metrics are outputted if rpc.metrics.quantile.enable is set to true.  
60,rpc.metrics.percentiles.intervals,rpc.metrics.quantile.enable, A comma-separated list of the granularity in seconds for the metrics which describe the 50/75/90/95/99th percentile latency for rpc queue/processing time. The metrics are outputted if rpc.metrics.quantile.enable is set to true.  ," Setting this property to true and rpc.metrics.percentiles.intervals to a comma-separated list of the granularity in seconds, the 50/75/90/95/99th percentile latency for rpc queue/processing time in milliseconds are added to rpc metrics.  "
61,hadoop.shell.missing.defaultFs.warning,fs.defaultFS,   Enable hdfs shell commands to display warnings if (fs.defaultFS) property   is not set. ,"The name of the default file system.  A URI whose  scheme and authority determine the FileSystem implementation.  The  uri's scheme determines the config property (fs.SCHEME.impl) naming  the FileSystem implementation class.  The uri's authority is used to  determine the host, port, etc. for a filesystem."
62,fs.client.resolve.topology.enabled,net.topology.node.switch.mapping.impl,"Whether the client machine will use the class specified by   property net.topology.node.switch.mapping.impl to compute the network   distance between itself and remote machines of the FileSystem. Additional   properties might need to be configured depending on the class specified   in net.topology.node.switch.mapping.impl. For example, if   org.apache.hadoop.net.ScriptBasedMapping is used, a valid script file   needs to be specified in net.topology.script.file.name. "," The default implementation of the DNSToSwitchMapping. It invokes a script specified in net.topology.script.file.name to resolve node names. If the value for net.topology.script.file.name is not set, the default value of DEFAULT_RACK is returned for all node names.  "
63,fs.client.resolve.topology.enabled,net.topology.script.file.name,"Whether the client machine will use the class specified by   property net.topology.node.switch.mapping.impl to compute the network   distance between itself and remote machines of the FileSystem. Additional   properties might need to be configured depending on the class specified   in net.topology.node.switch.mapping.impl. For example, if   org.apache.hadoop.net.ScriptBasedMapping is used, a valid script file   needs to be specified in net.topology.script.file.name. "," The script name that should be invoked to resolve DNS names to NetworkTopology names. Example: the script would take host.foo.bar as an argument, and return /rack1 as the output.  "
64,fs.adl.oauth2.access.token.provider.type,fs.adl.oauth2.client.id,"   Defines Azure Active Directory OAuth2 access token provider type.   Supported types are ClientCredential, RefreshToken, MSI, DeviceCode,   and Custom.   The ClientCredential type requires property fs.adl.oauth2.client.id,   fs.adl.oauth2.credential, and fs.adl.oauth2.refresh.url.   The RefreshToken type requires property fs.adl.oauth2.client.id and   fs.adl.oauth2.refresh.token.   The MSI type reads optional property fs.adl.oauth2.msi.port, if specified.   The DeviceCode type requires property   fs.adl.oauth2.devicecode.clientapp.id.   The Custom type requires property fs.adl.oauth2.access.token.provider. ",The OAuth2 client id.
65,fs.adl.oauth2.access.token.provider.type,fs.adl.oauth2.credential,"   Defines Azure Active Directory OAuth2 access token provider type.   Supported types are ClientCredential, RefreshToken, MSI, DeviceCode,   and Custom.   The ClientCredential type requires property fs.adl.oauth2.client.id,   fs.adl.oauth2.credential, and fs.adl.oauth2.refresh.url.   The RefreshToken type requires property fs.adl.oauth2.client.id and   fs.adl.oauth2.refresh.token.   The MSI type reads optional property fs.adl.oauth2.msi.port, if specified.   The DeviceCode type requires property   fs.adl.oauth2.devicecode.clientapp.id.   The Custom type requires property fs.adl.oauth2.access.token.provider. ",The OAuth2 access key.
66,fs.adl.oauth2.access.token.provider.type,fs.adl.oauth2.refresh.url,"   Defines Azure Active Directory OAuth2 access token provider type.   Supported types are ClientCredential, RefreshToken, MSI, DeviceCode,   and Custom.   The ClientCredential type requires property fs.adl.oauth2.client.id,   fs.adl.oauth2.credential, and fs.adl.oauth2.refresh.url.   The RefreshToken type requires property fs.adl.oauth2.client.id and   fs.adl.oauth2.refresh.token.   The MSI type reads optional property fs.adl.oauth2.msi.port, if specified.   The DeviceCode type requires property   fs.adl.oauth2.devicecode.clientapp.id.   The Custom type requires property fs.adl.oauth2.access.token.provider. ",The OAuth2 token endpoint.
67,fs.adl.oauth2.access.token.provider.type,fs.adl.oauth2.refresh.token,"   Defines Azure Active Directory OAuth2 access token provider type.   Supported types are ClientCredential, RefreshToken, MSI, DeviceCode,   and Custom.   The ClientCredential type requires property fs.adl.oauth2.client.id,   fs.adl.oauth2.credential, and fs.adl.oauth2.refresh.url.   The RefreshToken type requires property fs.adl.oauth2.client.id and   fs.adl.oauth2.refresh.token.   The MSI type reads optional property fs.adl.oauth2.msi.port, if specified.   The DeviceCode type requires property   fs.adl.oauth2.devicecode.clientapp.id.   The Custom type requires property fs.adl.oauth2.access.token.provider. ",The OAuth2 refresh token.
68,fs.adl.oauth2.access.token.provider.type,fs.adl.oauth2.access.token.provider,"   Defines Azure Active Directory OAuth2 access token provider type.   Supported types are ClientCredential, RefreshToken, MSI, DeviceCode,   and Custom.   The ClientCredential type requires property fs.adl.oauth2.client.id,   fs.adl.oauth2.credential, and fs.adl.oauth2.refresh.url.   The RefreshToken type requires property fs.adl.oauth2.client.id and   fs.adl.oauth2.refresh.token.   The MSI type reads optional property fs.adl.oauth2.msi.port, if specified.   The DeviceCode type requires property   fs.adl.oauth2.devicecode.clientapp.id.   The Custom type requires property fs.adl.oauth2.access.token.provider. ",   The class name of the OAuth2 access token provider. 
69,fs.adl.oauth2.access.token.provider.type,fs.adl.oauth2.msi.port,"   Defines Azure Active Directory OAuth2 access token provider type.   Supported types are ClientCredential, RefreshToken, MSI, DeviceCode,   and Custom.   The ClientCredential type requires property fs.adl.oauth2.client.id,   fs.adl.oauth2.credential, and fs.adl.oauth2.refresh.url.   The RefreshToken type requires property fs.adl.oauth2.client.id and   fs.adl.oauth2.refresh.token.   The MSI type reads optional property fs.adl.oauth2.msi.port, if specified.   The DeviceCode type requires property   fs.adl.oauth2.devicecode.clientapp.id.   The Custom type requires property fs.adl.oauth2.access.token.provider. ","   The localhost port for the MSI token service. This is the port specified   when creating the Azure VM. The default, if this setting is not specified,   is 50342.   Used by MSI token provider. "
70,fs.adl.oauth2.access.token.provider.type,fs.adl.oauth2.devicecode.clientapp.id,"   Defines Azure Active Directory OAuth2 access token provider type.   Supported types are ClientCredential, RefreshToken, MSI, DeviceCode,   and Custom.   The ClientCredential type requires property fs.adl.oauth2.client.id,   fs.adl.oauth2.credential, and fs.adl.oauth2.refresh.url.   The RefreshToken type requires property fs.adl.oauth2.client.id and   fs.adl.oauth2.refresh.token.   The MSI type reads optional property fs.adl.oauth2.msi.port, if specified.   The DeviceCode type requires property   fs.adl.oauth2.devicecode.clientapp.id.   The Custom type requires property fs.adl.oauth2.access.token.provider. ",   The app id of the AAD native app in whose context the auth request   should be made.   Used by DeviceCode token provider. 
71,hadoop.zk.auth,hadoop.zk.acl,"  Specify the auths to be used for the ACL's specified in hadoop.zk.acl.  This takes a comma-separated list of authentication mechanisms, each of the  form 'scheme:auth' (the same syntax used for the 'addAuth' command in  the ZK CLI). ",ACL's to be used for ZooKeeper znodes.
