ID,Option A,Option B,Option A Description,Option B Description
63,cinder_store_project_domain_name,cinder_store_user_name,"Optional. Default: Default Can only be specified in configuration files. This option is specific to the Cinder storage backend. Domain of the project where the image volume is stored in cinder. NOTE : This option is applied only if all of cinder_store_user_name , cinder_store_password , cinder_store_project_name and cinder_store_auth_address are set.","Optional. Default: None Can only be specified in configuration files. This option is specific to the Cinder storage backend. User name to authenticate against Cinder. If <None>, the user of current
context is used. NOTE : This option is applied only if all of cinder_store_user_name , cinder_store_password , cinder_store_project_name and cinder_store_auth_address are set.
These options are useful to put image volumes into the internal service
project in order to hide the volume from users, and to make the image
shareable among projects."
64,cinder_store_project_domain_name,cinder_store_password,"Optional. Default: Default Can only be specified in configuration files. This option is specific to the Cinder storage backend. Domain of the project where the image volume is stored in cinder. NOTE : This option is applied only if all of cinder_store_user_name , cinder_store_password , cinder_store_project_name and cinder_store_auth_address are set.","Optional. Default: None Can only be specified in configuration files. This option is specific to the Cinder storage backend. Password for the user authenticating against Cinder. If <None>, the current
context auth token is used. NOTE : This option is applied only if all of cinder_store_user_name , cinder_store_password , cinder_store_project_name and cinder_store_auth_address are set."
65,cinder_store_project_domain_name,cinder_store_project_name,"Optional. Default: Default Can only be specified in configuration files. This option is specific to the Cinder storage backend. Domain of the project where the image volume is stored in cinder. NOTE : This option is applied only if all of cinder_store_user_name , cinder_store_password , cinder_store_project_name and cinder_store_auth_address are set.","Optional. Default: None Can only be specified in configuration files. This option is specific to the Cinder storage backend. Project name where the image is stored in Cinder. If <None>, the project
in current context is used. NOTE : This option is applied only if all of cinder_store_user_name , cinder_store_password , cinder_store_project_name and cinder_store_auth_address are set."
66,cinder_store_project_domain_name,cinder_store_auth_address,"Optional. Default: Default Can only be specified in configuration files. This option is specific to the Cinder storage backend. Domain of the project where the image volume is stored in cinder. NOTE : This option is applied only if all of cinder_store_user_name , cinder_store_password , cinder_store_project_name and cinder_store_auth_address are set.","Optional. Default: None Can only be specified in configuration files. This option is specific to the Cinder storage backend. The address where the Cinder authentication service is listening. If <None>,
the cinder endpoint in the service catalog is used. NOTE : This option is applied only if all of cinder_store_user_name , cinder_store_password , cinder_store_project_name and cinder_store_auth_address are set."
67,cinder_store_auth_address,user,"Optional. Default: None Can only be specified in configuration files. This option is specific to the Cinder storage backend. The address where the Cinder authentication service is listening. If <None>,
the cinder endpoint in the service catalog is used. NOTE : This option is applied only if all of cinder_store_user_name , cinder_store_password , cinder_store_project_name and cinder_store_auth_address are set.","A project_name user_name pair in the project_name:user_name format
to authenticate against the Swift authentication service."
68,cinder_store_auth_address,auth_address,"Optional. Default: None Can only be specified in configuration files. This option is specific to the Cinder storage backend. The address where the Cinder authentication service is listening. If <None>,
the cinder endpoint in the service catalog is used. NOTE : This option is applied only if all of cinder_store_user_name , cinder_store_password , cinder_store_project_name and cinder_store_auth_address are set.",An address where the Swift authentication service is located.
69,cinder_store_auth_address,cinder_store_user_name,"Optional. Default: None Can only be specified in configuration files. This option is specific to the Cinder storage backend. The address where the Cinder authentication service is listening. If <None>,
the cinder endpoint in the service catalog is used. NOTE : This option is applied only if all of cinder_store_user_name , cinder_store_password , cinder_store_project_name and cinder_store_auth_address are set.","Optional. Default: None Can only be specified in configuration files. This option is specific to the Cinder storage backend. User name to authenticate against Cinder. If <None>, the user of current
context is used. NOTE : This option is applied only if all of cinder_store_user_name , cinder_store_password , cinder_store_project_name and cinder_store_auth_address are set.
These options are useful to put image volumes into the internal service
project in order to hide the volume from users, and to make the image
shareable among projects."
70,cinder_store_auth_address,cinder_store_password,"Optional. Default: None Can only be specified in configuration files. This option is specific to the Cinder storage backend. The address where the Cinder authentication service is listening. If <None>,
the cinder endpoint in the service catalog is used. NOTE : This option is applied only if all of cinder_store_user_name , cinder_store_password , cinder_store_project_name and cinder_store_auth_address are set.","Optional. Default: None Can only be specified in configuration files. This option is specific to the Cinder storage backend. Password for the user authenticating against Cinder. If <None>, the current
context auth token is used. NOTE : This option is applied only if all of cinder_store_user_name , cinder_store_password , cinder_store_project_name and cinder_store_auth_address are set."
71,cinder_store_auth_address,cinder_store_project_name,"Optional. Default: None Can only be specified in configuration files. This option is specific to the Cinder storage backend. The address where the Cinder authentication service is listening. If <None>,
the cinder endpoint in the service catalog is used. NOTE : This option is applied only if all of cinder_store_user_name , cinder_store_password , cinder_store_project_name and cinder_store_auth_address are set.","Optional. Default: None Can only be specified in configuration files. This option is specific to the Cinder storage backend. Project name where the image is stored in Cinder. If <None>, the project
in current context is used. NOTE : This option is applied only if all of cinder_store_user_name , cinder_store_password , cinder_store_project_name and cinder_store_auth_address are set."
72,s3_store_bucket,s3_store_create_bucket_on_put,"Can only be specified in configuration files. Bucket name where the glance images will be stored in the S3.
If s3_store_create_bucket_on_put is set to true, it will be created
automatically even if the bucket does not exist.","Optional. Default: False Can only be specified in configuration files. Determine whether S3 should create a new bucket. This option takes boolean
value to indicate whether or not Glance should create new bucket to S3 if it
does not exist."
73,user_storage_quota,user,"Optional. Default: 0 (Unlimited). This value specifies the maximum amount of storage that each user can use
across all storage systems. Optionally unit can be specified for the value.
Values are accepted in B, KB, MB, GB or TB which are for Bytes, KiloBytes,
MegaBytes, GigaBytes and TeraBytes respectively. Default unit is Bytes. user_storage_quota=20GB","A project_name user_name pair in the project_name:user_name format
to authenticate against the Swift authentication service."
74,image_cache_dir,user,"Required when image cache middleware is enabled. Default: /var/lib/glance/image-cache This is the base directory the image cache can write files to.
Make sure the directory is writable by the user running the glance-api server","A project_name user_name pair in the project_name:user_name format
to authenticate against the Swift authentication service."
75,image_cache_dir,enabled,"Required when image cache middleware is enabled. Default: /var/lib/glance/image-cache This is the base directory the image cache can write files to.
Make sure the directory is writable by the user running the glance-api server","Optional. Default: False There is one more configuration option that needs to be defined to enable
Glance services profiling. The config value hmac_keys is used for
encrypting context data for performance profiling."
76,image_cache_driver,user,"Optional. Choice of sqlite , xattr or centralized_db Default: centralized_db The default centralized_db cache driver has no special
dependencies, other than worker_self_reference_url which needs
to be configured to store the reference of node in the database.
Earlier cache database used to be independent for each glance api
service, now with centralized_db cache driver it stores
information about the cached files at one place which is in
a central database. Old records from SQLite database will
be migrated to
central database on service restart during upgrade process. The sqlite cache driver has no special dependencies, other
than the python-sqlite3 library, which is installed on virtually
all operating systems with modern versions of Python. It stores
information about the cached files in a SQLite database. NOTE In Caracal release sqlite cache driver has been deprecated and will
be removed in F development cycle. The xattr cache driver required the python-xattr>=0.6.0 library
and requires that the filesystem containing image_cache_dir have
access times tracked for all files (in other words, the noatime option
CANNOT be set for that filesystem). In addition, user_xattr must be
set on the filesystem’s description line in fstab.","A project_name user_name pair in the project_name:user_name format
to authenticate against the Swift authentication service."
77,image_cache_driver,image_cache_dir,"Optional. Choice of sqlite , xattr or centralized_db Default: centralized_db The default centralized_db cache driver has no special
dependencies, other than worker_self_reference_url which needs
to be configured to store the reference of node in the database.
Earlier cache database used to be independent for each glance api
service, now with centralized_db cache driver it stores
information about the cached files at one place which is in
a central database. Old records from SQLite database will
be migrated to
central database on service restart during upgrade process. The sqlite cache driver has no special dependencies, other
than the python-sqlite3 library, which is installed on virtually
all operating systems with modern versions of Python. It stores
information about the cached files in a SQLite database. NOTE In Caracal release sqlite cache driver has been deprecated and will
be removed in F development cycle. The xattr cache driver required the python-xattr>=0.6.0 library
and requires that the filesystem containing image_cache_dir have
access times tracked for all files (in other words, the noatime option
CANNOT be set for that filesystem). In addition, user_xattr must be
set on the filesystem’s description line in fstab.","Required when image cache middleware is enabled. Default: /var/lib/glance/image-cache This is the base directory the image cache can write files to.
Make sure the directory is writable by the user running the glance-api server"
78,image_cache_sqlite_db,image_cache_dir,"Optional. Default: cache.db When using the sqlite cache driver, you can set the name of the database
that will be used to store the cached images information. The database
is always contained in the image_cache_dir . NOTE In Caracal release image_cache_sqlite_db option has been deprecated
and will be removed in F development cycle.","Required when image cache middleware is enabled. Default: /var/lib/glance/image-cache This is the base directory the image cache can write files to.
Make sure the directory is writable by the user running the glance-api server"
79,image_cache_dir,user,"Required when image cache middleware is enabled. Default: /var/lib/glance/image-cache This is the base directory the image cache can write files to.
Make sure the directory is writable by the user running the glance-api server","A project_name user_name pair in the project_name:user_name format
to authenticate against the Swift authentication service."
80,image_cache_dir,enabled,"Required when image cache middleware is enabled. Default: /var/lib/glance/image-cache This is the base directory the image cache can write files to.
Make sure the directory is writable by the user running the glance-api server","Optional. Default: False There is one more configuration option that needs to be defined to enable
Glance services profiling. The config value hmac_keys is used for
encrypting context data for performance profiling."
81,image_cache_driver,user,"Optional. Choice of sqlite , xattr or centralized_db Default: centralized_db The default centralized_db cache driver has no special
dependencies, other than worker_self_reference_url which needs
to be configured to store the reference of node in the database.
Earlier cache database used to be independent for each glance api
service, now with centralized_db cache driver it stores
information about the cached files at one place which is in
a central database. Old records from SQLite database will
be migrated to
central database on service restart during upgrade process. The sqlite cache driver has no special dependencies, other
than the python-sqlite3 library, which is installed on virtually
all operating systems with modern versions of Python. It stores
information about the cached files in a SQLite database. NOTE In Caracal release sqlite cache driver has been deprecated and will
be removed in F development cycle. The xattr cache driver required the python-xattr>=0.6.0 library
and requires that the filesystem containing image_cache_dir have
access times tracked for all files (in other words, the noatime option
CANNOT be set for that filesystem). In addition, user_xattr must be
set on the filesystem’s description line in fstab.","A project_name user_name pair in the project_name:user_name format
to authenticate against the Swift authentication service."
82,image_cache_driver,image_cache_dir,"Optional. Choice of sqlite , xattr or centralized_db Default: centralized_db The default centralized_db cache driver has no special
dependencies, other than worker_self_reference_url which needs
to be configured to store the reference of node in the database.
Earlier cache database used to be independent for each glance api
service, now with centralized_db cache driver it stores
information about the cached files at one place which is in
a central database. Old records from SQLite database will
be migrated to
central database on service restart during upgrade process. The sqlite cache driver has no special dependencies, other
than the python-sqlite3 library, which is installed on virtually
all operating systems with modern versions of Python. It stores
information about the cached files in a SQLite database. NOTE In Caracal release sqlite cache driver has been deprecated and will
be removed in F development cycle. The xattr cache driver required the python-xattr>=0.6.0 library
and requires that the filesystem containing image_cache_dir have
access times tracked for all files (in other words, the noatime option
CANNOT be set for that filesystem). In addition, user_xattr must be
set on the filesystem’s description line in fstab.","Required when image cache middleware is enabled. Default: /var/lib/glance/image-cache This is the base directory the image cache can write files to.
Make sure the directory is writable by the user running the glance-api server"
83,image_cache_sqlite_db,image_cache_dir,"Optional. Default: cache.db When using the sqlite cache driver, you can set the name of the database
that will be used to store the cached images information. The database
is always contained in the image_cache_dir . NOTE In Caracal release image_cache_sqlite_db option has been deprecated
and will be removed in F development cycle.","Required when image cache middleware is enabled. Default: /var/lib/glance/image-cache This is the base directory the image cache can write files to.
Make sure the directory is writable by the user running the glance-api server"
84,property_protection_file,enabled,"Optional. Default: not enabled. If property_protection_file is set, the file may use either roles or policies
to specify property protections.","Optional. Default: False There is one more configuration option that needs to be defined to enable
Glance services profiling. The config value hmac_keys is used for
encrypting context data for performance profiling."
85,task_time_to_live,task_executor,"Optional. Default: 48 The config value task_executor is used to determine which executor
should be used by the Glance service to process the task. The currently
available implementation is: taskflow .","Optional. Default: taskflow The taskflow engine has its own set of configuration options,
under the taskflow_executor section, that can be tuned to improve
the task execution process. Among the available options, you may find engine_mode and max_workers . The former allows for selecting
an execution model and the available options are serial , parallel and worker-based . The max_workers option,
instead, allows for controlling the number of workers that will be
instantiated per executor instance. The default value for the engine_mode is parallel , whereas
the default number of max_workers is 10 ."
86,task_executor,workers,"Optional. Default: taskflow The taskflow engine has its own set of configuration options,
under the taskflow_executor section, that can be tuned to improve
the task execution process. Among the available options, you may find engine_mode and max_workers . The former allows for selecting
an execution model and the available options are serial , parallel and worker-based . The max_workers option,
instead, allows for controlling the number of workers that will be
instantiated per executor instance. The default value for the engine_mode is parallel , whereas
the default number of max_workers is 10 .","Number of Glance API worker processes to start. Each worker process will
listen on the same port. Increasing this value may increase performance
(especially if using SSL with compression enabled). Typically it is
recommended to have one worker process per CPU. The value 0 will prevent
any new worker processes from being created. Optional. Default: The number of CPUs available will be used by default."
87,enabled,key,"Optional. Default: False There is one more configuration option that needs to be defined to enable
Glance services profiling. The config value hmac_keys is used for
encrypting context data for performance profiling.","An authentication key for a user authenticating against the Swift
authentication service."
88,enabled,hmac_keys,"Optional. Default: False There is one more configuration option that needs to be defined to enable
Glance services profiling. The config value hmac_keys is used for
encrypting context data for performance profiling.","Optional. Default: SECRET_KEY IMPORTANT NOTE : in order to make profiling work as designed operator
needs to make those values of HMAC key be consistent for all services
in their deployment. Without HMAC key the profiling will not be triggered
even profiling feature is enabled. The config value trace_sqlalchemy is used to determine whether fully
enable sqlalchemy engine based SQL execution profiling feature for glance-api
service."
89,hmac_keys,key,"Optional. Default: SECRET_KEY IMPORTANT NOTE : in order to make profiling work as designed operator
needs to make those values of HMAC key be consistent for all services
in their deployment. Without HMAC key the profiling will not be triggered
even profiling feature is enabled. The config value trace_sqlalchemy is used to determine whether fully
enable sqlalchemy engine based SQL execution profiling feature for glance-api
service.","An authentication key for a user authenticating against the Swift
authentication service."
90,hmac_keys,enabled,"Optional. Default: SECRET_KEY IMPORTANT NOTE : in order to make profiling work as designed operator
needs to make those values of HMAC key be consistent for all services
in their deployment. Without HMAC key the profiling will not be triggered
even profiling feature is enabled. The config value trace_sqlalchemy is used to determine whether fully
enable sqlalchemy engine based SQL execution profiling feature for glance-api
service.","Optional. Default: False There is one more configuration option that needs to be defined to enable
Glance services profiling. The config value hmac_keys is used for
encrypting context data for performance profiling."
91,hmac_keys,trace_sqlalchemy,"Optional. Default: SECRET_KEY IMPORTANT NOTE : in order to make profiling work as designed operator
needs to make those values of HMAC key be consistent for all services
in their deployment. Without HMAC key the profiling will not be triggered
even profiling feature is enabled. The config value trace_sqlalchemy is used to determine whether fully
enable sqlalchemy engine based SQL execution profiling feature for glance-api
service.",Optional. Default: False
