id,filepath,var1,localvar1,var2,localvar2,code_snippet
81,apps/glance/glance/api/v2/images.py,enabled,CONF.enabled_backends,enabled_backends,CONF.enabled_backends,"raise webob.exc.HTTPForbidden(explanation=msg)

        if image.status not in ('active', 'queued'):
            msg = _(""It's not allowed to replace locations if image status is ""
                    ""%s."") % image.status
            raise webob.exc.HTTPConflict(explanation=msg)

        val_data = self._validate_validation_data(image, value)
        # NOTE(abhishekk): get glance store based on location uri
        updated_location = value
        if CONF.enabled_backends:
            updated_location = store_utils.get_updated_store_location(
                value)

        try:
            # NOTE(flwang): _locations_proxy's setattr method will check if
            # the update is acceptable.
            image.locations = updated_location
            if image.status == 'queued':
                for k, v in val_data.items():"
82,apps/glance/glance/api/v2/images.py,enabled,CONF.enabled_backends,enabled_backends,CONF.enabled_backends,"raise webob.exc.HTTPForbidden(explanation=msg)

        if image.status not in ('active', 'queued'):
            msg = _(""It's not allowed to add locations if image status is ""
                    ""%s."") % image.status
            raise webob.exc.HTTPConflict(explanation=msg)

        val_data = self._validate_validation_data(image, [value])
        # NOTE(abhishekk): get glance store based on location uri
        updated_location = value
        if CONF.enabled_backends:
            updated_location = store_utils.get_updated_store_location(
                [value], context=context)[0]

        pos = self._get_locations_op_pos(path_pos,
                                         len(image.locations), True)
        if pos is None:
            msg = _(""Invalid position for adding a location."")
            raise webob.exc.HTTPBadRequest(explanation=msg)
        try:"
83,apps/glance/glance/api/v2/images.py,enabled,CONF.enabled_backends,enabled_backends,CONF.enabled_backends,"""not including 'direct_url' in response"",
                              image.image_id)

            image_view['tags'] = list(image.tags)
            image_view['self'] = self._get_image_href(image)
            image_view['file'] = self._get_image_href(image, 'file')
            image_view['schema'] = '/v2/schemas/image'
            image_view = self.schema.filter(image_view)  # domain

            # add store information to image
            if CONF.enabled_backends:
                locations = _get_image_locations(image)
                if locations:
                    stores = []
                    for loc in locations:
                        backend = loc['metadata'].get('store')
                        if backend:
                            stores.append(backend)

                    if stores:"
84,apps/glance/glance/api/v2/images.py,enabled,CONF.enabled_backends,enabled_backends,CONF.enabled_backends,"response.status_int = http.CREATED
        self.show(response, image)
        response.location = self._get_image_href(image)
        # according to RFC7230, headers should not have empty fields
        # see http://httpwg.org/specs/rfc7230.html#field.components
        if CONF.enabled_import_methods:
            import_methods = (""OpenStack-image-import-methods"",
                              ','.join(CONF.enabled_import_methods))
            response.headerlist.append(import_methods)

        if CONF.enabled_backends:
            enabled_backends = (""OpenStack-image-store-ids"",
                                ','.join(CONF.enabled_backends.keys()))
            response.headerlist.append(enabled_backends)

    def show(self, response, image):
        image_view = self._format_image(image)
        response.unicode_body = json.dumps(image_view, ensure_ascii=False)
        response.content_type = 'application/json'"
85,apps/glance/glance/api/v2/images.py,enabled,create.CONF.enabled_backends,enabled_backends,create.CONF.enabled_backends,"self.show(response, image)
        response.location = self._get_image_href(image)
        # according to RFC7230, headers should not have empty fields
        # see http://httpwg.org/specs/rfc7230.html#field.components
        if CONF.enabled_import_methods:
            import_methods = (""OpenStack-image-import-methods"",
                              ','.join(CONF.enabled_import_methods))
            response.headerlist.append(import_methods)

        if CONF.enabled_backends:
            enabled_backends = (""OpenStack-image-store-ids"",
                                ','.join(CONF.enabled_backends.keys()))
            response.headerlist.append(enabled_backends)

    def show(self, response, image):
        image_view = self._format_image(image)
        response.unicode_body = json.dumps(image_view, ensure_ascii=False)
        response.content_type = 'application/json'

    def update(self, response, image):"
86,apps/glance/glance/api/v2/images.py,enabled,create.CONF.enabled_backends,enabled_backends,create.CONF.enabled_backends.keys,"self.show(response, image)
        response.location = self._get_image_href(image)
        # according to RFC7230, headers should not have empty fields
        # see http://httpwg.org/specs/rfc7230.html#field.components
        if CONF.enabled_import_methods:
            import_methods = (""OpenStack-image-import-methods"",
                              ','.join(CONF.enabled_import_methods))
            response.headerlist.append(import_methods)

        if CONF.enabled_backends:
            enabled_backends = (""OpenStack-image-store-ids"",
                                ','.join(CONF.enabled_backends.keys()))
            response.headerlist.append(enabled_backends)

    def show(self, response, image):
        image_view = self._format_image(image)
        response.unicode_body = json.dumps(image_view, ensure_ascii=False)
        response.content_type = 'application/json'

    def update(self, response, image):"
87,apps/glance/glance/api/v2/images.py,enabled,create.CONF.enabled_backends,key,create.CONF.enabled_backends.keys,"self.show(response, image)
        response.location = self._get_image_href(image)
        # according to RFC7230, headers should not have empty fields
        # see http://httpwg.org/specs/rfc7230.html#field.components
        if CONF.enabled_import_methods:
            import_methods = (""OpenStack-image-import-methods"",
                              ','.join(CONF.enabled_import_methods))
            response.headerlist.append(import_methods)

        if CONF.enabled_backends:
            enabled_backends = (""OpenStack-image-store-ids"",
                                ','.join(CONF.enabled_backends.keys()))
            response.headerlist.append(enabled_backends)

    def show(self, response, image):
        image_view = self._format_image(image)
        response.unicode_body = json.dumps(image_view, ensure_ascii=False)
        response.content_type = 'application/json'

    def update(self, response, image):"
88,apps/glance/glance/api/v2/images.py,enabled,create.CONF.enabled_backends.keys,enabled_backends,create.CONF.enabled_backends,"self.show(response, image)
        response.location = self._get_image_href(image)
        # according to RFC7230, headers should not have empty fields
        # see http://httpwg.org/specs/rfc7230.html#field.components
        if CONF.enabled_import_methods:
            import_methods = (""OpenStack-image-import-methods"",
                              ','.join(CONF.enabled_import_methods))
            response.headerlist.append(import_methods)

        if CONF.enabled_backends:
            enabled_backends = (""OpenStack-image-store-ids"",
                                ','.join(CONF.enabled_backends.keys()))
            response.headerlist.append(enabled_backends)

    def show(self, response, image):
        image_view = self._format_image(image)
        response.unicode_body = json.dumps(image_view, ensure_ascii=False)
        response.content_type = 'application/json'

    def update(self, response, image):"
89,apps/glance/glance/api/v2/images.py,enabled,create.CONF.enabled_backends.keys,enabled_backends,create.CONF.enabled_backends.keys,"self.show(response, image)
        response.location = self._get_image_href(image)
        # according to RFC7230, headers should not have empty fields
        # see http://httpwg.org/specs/rfc7230.html#field.components
        if CONF.enabled_import_methods:
            import_methods = (""OpenStack-image-import-methods"",
                              ','.join(CONF.enabled_import_methods))
            response.headerlist.append(import_methods)

        if CONF.enabled_backends:
            enabled_backends = (""OpenStack-image-store-ids"",
                                ','.join(CONF.enabled_backends.keys()))
            response.headerlist.append(enabled_backends)

    def show(self, response, image):
        image_view = self._format_image(image)
        response.unicode_body = json.dumps(image_view, ensure_ascii=False)
        response.content_type = 'application/json'

    def update(self, response, image):"
90,apps/glance/glance/api/v2/images.py,enabled,create.CONF.enabled_backends.keys,key,create.CONF.enabled_backends.keys,"self.show(response, image)
        response.location = self._get_image_href(image)
        # according to RFC7230, headers should not have empty fields
        # see http://httpwg.org/specs/rfc7230.html#field.components
        if CONF.enabled_import_methods:
            import_methods = (""OpenStack-image-import-methods"",
                              ','.join(CONF.enabled_import_methods))
            response.headerlist.append(import_methods)

        if CONF.enabled_backends:
            enabled_backends = (""OpenStack-image-store-ids"",
                                ','.join(CONF.enabled_backends.keys()))
            response.headerlist.append(enabled_backends)

    def show(self, response, image):
        image_view = self._format_image(image)
        response.unicode_body = json.dumps(image_view, ensure_ascii=False)
        response.content_type = 'application/json'

    def update(self, response, image):"
91,apps/glance/glance/api/v2/images.py,enabled_backends,create.CONF.enabled_backends,key,create.CONF.enabled_backends.keys,"self.show(response, image)
        response.location = self._get_image_href(image)
        # according to RFC7230, headers should not have empty fields
        # see http://httpwg.org/specs/rfc7230.html#field.components
        if CONF.enabled_import_methods:
            import_methods = (""OpenStack-image-import-methods"",
                              ','.join(CONF.enabled_import_methods))
            response.headerlist.append(import_methods)

        if CONF.enabled_backends:
            enabled_backends = (""OpenStack-image-store-ids"",
                                ','.join(CONF.enabled_backends.keys()))
            response.headerlist.append(enabled_backends)

    def show(self, response, image):
        image_view = self._format_image(image)
        response.unicode_body = json.dumps(image_view, ensure_ascii=False)
        response.content_type = 'application/json'

    def update(self, response, image):"
92,apps/glance/glance/api/v2/images.py,enabled_backends,create.CONF.enabled_backends.keys,key,create.CONF.enabled_backends.keys,"self.show(response, image)
        response.location = self._get_image_href(image)
        # according to RFC7230, headers should not have empty fields
        # see http://httpwg.org/specs/rfc7230.html#field.components
        if CONF.enabled_import_methods:
            import_methods = (""OpenStack-image-import-methods"",
                              ','.join(CONF.enabled_import_methods))
            response.headerlist.append(import_methods)

        if CONF.enabled_backends:
            enabled_backends = (""OpenStack-image-store-ids"",
                                ','.join(CONF.enabled_backends.keys()))
            response.headerlist.append(enabled_backends)

    def show(self, response, image):
        image_view = self._format_image(image)
        response.unicode_body = json.dumps(image_view, ensure_ascii=False)
        response.content_type = 'application/json'

    def update(self, response, image):"
93,apps/glance/glance/api/v2/images.py,enabled,CONF.enabled_backends,enabled_backends,CONF.enabled_backends,"response.location = self._get_image_href(image)
        # according to RFC7230, headers should not have empty fields
        # see http://httpwg.org/specs/rfc7230.html#field.components
        if CONF.enabled_import_methods:
            import_methods = (""OpenStack-image-import-methods"",
                              ','.join(CONF.enabled_import_methods))
            response.headerlist.append(import_methods)

        if CONF.enabled_backends:
            enabled_backends = (""OpenStack-image-store-ids"",
                                ','.join(CONF.enabled_backends.keys()))
            response.headerlist.append(enabled_backends)

    def show(self, response, image):
        image_view = self._format_image(image)
        response.unicode_body = json.dumps(image_view, ensure_ascii=False)
        response.content_type = 'application/json'

    def update(self, response, image):
        image_view = self._format_image(image)"
94,apps/glance/glance/api/v2/images.py,enabled,CONF.enabled_backends,enabled_backends,CONF.enabled_backends.keys,"response.location = self._get_image_href(image)
        # according to RFC7230, headers should not have empty fields
        # see http://httpwg.org/specs/rfc7230.html#field.components
        if CONF.enabled_import_methods:
            import_methods = (""OpenStack-image-import-methods"",
                              ','.join(CONF.enabled_import_methods))
            response.headerlist.append(import_methods)

        if CONF.enabled_backends:
            enabled_backends = (""OpenStack-image-store-ids"",
                                ','.join(CONF.enabled_backends.keys()))
            response.headerlist.append(enabled_backends)

    def show(self, response, image):
        image_view = self._format_image(image)
        response.unicode_body = json.dumps(image_view, ensure_ascii=False)
        response.content_type = 'application/json'

    def update(self, response, image):
        image_view = self._format_image(image)"
95,apps/glance/glance/api/v2/images.py,enabled,CONF.enabled_backends,key,CONF.enabled_backends.keys,"response.location = self._get_image_href(image)
        # according to RFC7230, headers should not have empty fields
        # see http://httpwg.org/specs/rfc7230.html#field.components
        if CONF.enabled_import_methods:
            import_methods = (""OpenStack-image-import-methods"",
                              ','.join(CONF.enabled_import_methods))
            response.headerlist.append(import_methods)

        if CONF.enabled_backends:
            enabled_backends = (""OpenStack-image-store-ids"",
                                ','.join(CONF.enabled_backends.keys()))
            response.headerlist.append(enabled_backends)

    def show(self, response, image):
        image_view = self._format_image(image)
        response.unicode_body = json.dumps(image_view, ensure_ascii=False)
        response.content_type = 'application/json'

    def update(self, response, image):
        image_view = self._format_image(image)"
96,apps/glance/glance/api/v2/images.py,enabled,CONF.enabled_backends.keys,enabled_backends,CONF.enabled_backends,"response.location = self._get_image_href(image)
        # according to RFC7230, headers should not have empty fields
        # see http://httpwg.org/specs/rfc7230.html#field.components
        if CONF.enabled_import_methods:
            import_methods = (""OpenStack-image-import-methods"",
                              ','.join(CONF.enabled_import_methods))
            response.headerlist.append(import_methods)

        if CONF.enabled_backends:
            enabled_backends = (""OpenStack-image-store-ids"",
                                ','.join(CONF.enabled_backends.keys()))
            response.headerlist.append(enabled_backends)

    def show(self, response, image):
        image_view = self._format_image(image)
        response.unicode_body = json.dumps(image_view, ensure_ascii=False)
        response.content_type = 'application/json'

    def update(self, response, image):
        image_view = self._format_image(image)"
97,apps/glance/glance/api/v2/images.py,enabled,CONF.enabled_backends.keys,enabled_backends,CONF.enabled_backends.keys,"response.location = self._get_image_href(image)
        # according to RFC7230, headers should not have empty fields
        # see http://httpwg.org/specs/rfc7230.html#field.components
        if CONF.enabled_import_methods:
            import_methods = (""OpenStack-image-import-methods"",
                              ','.join(CONF.enabled_import_methods))
            response.headerlist.append(import_methods)

        if CONF.enabled_backends:
            enabled_backends = (""OpenStack-image-store-ids"",
                                ','.join(CONF.enabled_backends.keys()))
            response.headerlist.append(enabled_backends)

    def show(self, response, image):
        image_view = self._format_image(image)
        response.unicode_body = json.dumps(image_view, ensure_ascii=False)
        response.content_type = 'application/json'

    def update(self, response, image):
        image_view = self._format_image(image)"
98,apps/glance/glance/api/v2/images.py,enabled,CONF.enabled_backends.keys,key,CONF.enabled_backends.keys,"response.location = self._get_image_href(image)
        # according to RFC7230, headers should not have empty fields
        # see http://httpwg.org/specs/rfc7230.html#field.components
        if CONF.enabled_import_methods:
            import_methods = (""OpenStack-image-import-methods"",
                              ','.join(CONF.enabled_import_methods))
            response.headerlist.append(import_methods)

        if CONF.enabled_backends:
            enabled_backends = (""OpenStack-image-store-ids"",
                                ','.join(CONF.enabled_backends.keys()))
            response.headerlist.append(enabled_backends)

    def show(self, response, image):
        image_view = self._format_image(image)
        response.unicode_body = json.dumps(image_view, ensure_ascii=False)
        response.content_type = 'application/json'

    def update(self, response, image):
        image_view = self._format_image(image)"
99,apps/glance/glance/api/v2/images.py,enabled_backends,CONF.enabled_backends,key,CONF.enabled_backends.keys,"response.location = self._get_image_href(image)
        # according to RFC7230, headers should not have empty fields
        # see http://httpwg.org/specs/rfc7230.html#field.components
        if CONF.enabled_import_methods:
            import_methods = (""OpenStack-image-import-methods"",
                              ','.join(CONF.enabled_import_methods))
            response.headerlist.append(import_methods)

        if CONF.enabled_backends:
            enabled_backends = (""OpenStack-image-store-ids"",
                                ','.join(CONF.enabled_backends.keys()))
            response.headerlist.append(enabled_backends)

    def show(self, response, image):
        image_view = self._format_image(image)
        response.unicode_body = json.dumps(image_view, ensure_ascii=False)
        response.content_type = 'application/json'

    def update(self, response, image):
        image_view = self._format_image(image)"
100,apps/glance/glance/api/v2/images.py,enabled_backends,CONF.enabled_backends.keys,key,CONF.enabled_backends.keys,"response.location = self._get_image_href(image)
        # according to RFC7230, headers should not have empty fields
        # see http://httpwg.org/specs/rfc7230.html#field.components
        if CONF.enabled_import_methods:
            import_methods = (""OpenStack-image-import-methods"",
                              ','.join(CONF.enabled_import_methods))
            response.headerlist.append(import_methods)

        if CONF.enabled_backends:
            enabled_backends = (""OpenStack-image-store-ids"",
                                ','.join(CONF.enabled_backends.keys()))
            response.headerlist.append(enabled_backends)

    def show(self, response, image):
        image_view = self._format_image(image)
        response.unicode_body = json.dumps(image_view, ensure_ascii=False)
        response.content_type = 'application/json'

    def update(self, response, image):
        image_view = self._format_image(image)"
101,apps/glance/glance/api/v2/images.py,enabled,CONF.enabled_backends,enabled_backends,CONF.enabled_backends,"if CONF.enabled_backends:
                try:
                    stores = utils.get_stores_from_request(req, body)
                except glance_store.UnknownScheme as exc:
                    LOG.warning(exc.msg)
                    raise exception.Conflict(exc.msg)"
102,apps/glance/glance/api/v2/images.py,enabled,CONF.enabled_backends,enabled_backends,CONF.enabled_backends,"if (not all_stores_must_succeed) and (not CONF.enabled_backends):
            msg = (_(""All_stores_must_succeed can only be set with ""
                     ""enabled_backends %s"") % uri)
            raise webob.exc.HTTPBadRequest(explanation=msg)"
103,apps/glance/glance/api/v2/images.py,enabled,CONF.enabled_backends,enabled_backends,CONF.enabled_backends,"if not CONF.enabled_backends:
            raise webob.exc.HTTPNotFound()"
104,apps/glance/glance/api/v2/images.py,enabled,CONF.enabled_backends,enabled_backends,CONF.enabled_backends,"if store_id not in CONF.enabled_backends:
            msg = (_(""The selected store %s is not available on this node."") %
                   store_id)
            raise webob.exc.HTTPConflict(explanation=msg)"
105,apps/glance/glance/api/v2/images.py,enabled,CONF.enabled_backends,enabled_backends,CONF.enabled_backends,"if CONF.enabled_backends:
                separator, staging_dir = store_utils.get_dir_separator()
                file_path = ""%s%s%s"" % (staging_dir,
                                        separator,
                                        image_id)
                try:
                    fn_call = glance_store.get_store_from_store_identifier
                    staging_store = fn_call('os_glance_staging_store')
                    loc = location.get_location_from_uri_and_backend(
                        file_path, 'os_glance_staging_store')
                    staging_store.delete(loc)
                except (glance_store.exceptions.NotFound,
                        glance_store.exceptions.UnknownScheme):
                    pass
            else:
                file_path = str(
                    CONF.node_staging_uri + '/' + image_id)[7:]
                if os.path.exists(file_path):
                    try:
                        LOG.debug(
                            ""After upload to the backend, deleting staged ""
                            ""image data from %(fn)s"", {'fn': file_path})
                        os.unlink(file_path)
                    except OSError as e:
                        LOG.error(
                            ""After upload to backend, deletion of staged ""
                            ""image data from %(fn)s has failed because ""
                            ""[Errno %(en)d]"", {'fn': file_path,
                                               'en': e.errno})
                else:
                    LOG.warning(_(
                        ""After upload to backend, deletion of staged ""
                        ""image data has failed because ""
                        ""it cannot be found at %(fn)s""), {'fn': file_path})"
106,apps/glance/glance/api/v2/images.py,debug,LOG.debug,enabled,CONF.enabled_backends,"if CONF.enabled_backends:
                separator, staging_dir = store_utils.get_dir_separator()
                file_path = ""%s%s%s"" % (staging_dir,
                                        separator,
                                        image_id)
                try:
                    fn_call = glance_store.get_store_from_store_identifier
                    staging_store = fn_call('os_glance_staging_store')
                    loc = location.get_location_from_uri_and_backend(
                        file_path, 'os_glance_staging_store')
                    staging_store.delete(loc)
                except (glance_store.exceptions.NotFound,
                        glance_store.exceptions.UnknownScheme):
                    pass
            else:
                file_path = str(
                    CONF.node_staging_uri + '/' + image_id)[7:]
                if os.path.exists(file_path):
                    try:
                        LOG.debug(
                            ""After upload to the backend, deleting staged ""
                            ""image data from %(fn)s"", {'fn': file_path})
                        os.unlink(file_path)
                    except OSError as e:
                        LOG.error(
                            ""After upload to backend, deletion of staged ""
                            ""image data from %(fn)s has failed because ""
                            ""[Errno %(en)d]"", {'fn': file_path,
                                               'en': e.errno})
                else:
                    LOG.warning(_(
                        ""After upload to backend, deletion of staged ""
                        ""image data has failed because ""
                        ""it cannot be found at %(fn)s""), {'fn': file_path})"
107,apps/glance/glance/api/v2/images.py,debug,LOG.debug,enabled_backends,CONF.enabled_backends,"if CONF.enabled_backends:
                separator, staging_dir = store_utils.get_dir_separator()
                file_path = ""%s%s%s"" % (staging_dir,
                                        separator,
                                        image_id)
                try:
                    fn_call = glance_store.get_store_from_store_identifier
                    staging_store = fn_call('os_glance_staging_store')
                    loc = location.get_location_from_uri_and_backend(
                        file_path, 'os_glance_staging_store')
                    staging_store.delete(loc)
                except (glance_store.exceptions.NotFound,
                        glance_store.exceptions.UnknownScheme):
                    pass
            else:
                file_path = str(
                    CONF.node_staging_uri + '/' + image_id)[7:]
                if os.path.exists(file_path):
                    try:
                        LOG.debug(
                            ""After upload to the backend, deleting staged ""
                            ""image data from %(fn)s"", {'fn': file_path})
                        os.unlink(file_path)
                    except OSError as e:
                        LOG.error(
                            ""After upload to backend, deletion of staged ""
                            ""image data from %(fn)s has failed because ""
                            ""[Errno %(en)d]"", {'fn': file_path,
                                               'en': e.errno})
                else:
                    LOG.warning(_(
                        ""After upload to backend, deletion of staged ""
                        ""image data has failed because ""
                        ""it cannot be found at %(fn)s""), {'fn': file_path})"
108,apps/glance/glance/api/v2/images.py,enabled,CONF.enabled_backends,enabled_backends,CONF.enabled_backends,"if CONF.enabled_backends:
            updated_location = store_utils.get_updated_store_location(
                value)"
109,apps/glance/glance/api/v2/images.py,enabled,CONF.enabled_backends,enabled_backends,CONF.enabled_backends,"if CONF.enabled_backends:
            updated_location = store_utils.get_updated_store_location(
                [value], context=context)[0]"
110,apps/glance/glance/api/v2/images.py,enabled,CONF.enabled_backends,enabled_backends,CONF.enabled_backends,"if CONF.enabled_backends:
                locations = _get_image_locations(image)
                if locations:
                    stores = []
                    for loc in locations:
                        backend = loc['metadata'].get('store')
                        if backend:
                            stores.append(backend)

                    if stores:
                        image_view['stores'] = "","".join(stores)"
111,apps/glance/glance/api/v2/images.py,enabled,CONF.enabled_backends,enabled_backends,CONF.enabled_backends,"if CONF.enabled_backends:
            enabled_backends = (""OpenStack-image-store-ids"",
                                ','.join(CONF.enabled_backends.keys()))
            response.headerlist.append(enabled_backends)"
112,apps/glance/glance/api/v2/images.py,enabled,create.CONF.enabled_backends,enabled_backends,CONF.enabled_backends,"if CONF.enabled_backends:
            enabled_backends = (""OpenStack-image-store-ids"",
                                ','.join(CONF.enabled_backends.keys()))
            response.headerlist.append(enabled_backends)"
113,apps/glance/glance/api/v2/images.py,enabled,create.CONF.enabled_backends.keys,enabled_backends,CONF.enabled_backends,"if CONF.enabled_backends:
            enabled_backends = (""OpenStack-image-store-ids"",
                                ','.join(CONF.enabled_backends.keys()))
            response.headerlist.append(enabled_backends)"
114,apps/glance/glance/api/v2/images.py,enabled_backends,CONF.enabled_backends,key,create.CONF.enabled_backends.keys,"if CONF.enabled_backends:
            enabled_backends = (""OpenStack-image-store-ids"",
                                ','.join(CONF.enabled_backends.keys()))
            response.headerlist.append(enabled_backends)"
115,apps/glance/glance/api/v2/images.py,enabled,CONF.enabled_backends.keys,enabled_backends,CONF.enabled_backends,"if CONF.enabled_backends:
            enabled_backends = (""OpenStack-image-store-ids"",
                                ','.join(CONF.enabled_backends.keys()))
            response.headerlist.append(enabled_backends)"
116,apps/glance/glance/api/v2/images.py,enabled_backends,CONF.enabled_backends,key,CONF.enabled_backends.keys,"if CONF.enabled_backends:
            enabled_backends = (""OpenStack-image-store-ids"",
                                ','.join(CONF.enabled_backends.keys()))
            response.headerlist.append(enabled_backends)"
117,apps/glance/glance/api/v2/images.py,enabled,CONF.enabled_backends,enabled_backends,create.CONF.enabled_backends,"if CONF.enabled_backends:
            enabled_backends = (""OpenStack-image-store-ids"",
                                ','.join(CONF.enabled_backends.keys()))
            response.headerlist.append(enabled_backends)"
118,apps/glance/glance/api/v2/images.py,enabled,CONF.enabled_backends,enabled_backends,create.CONF.enabled_backends.keys,"if CONF.enabled_backends:
            enabled_backends = (""OpenStack-image-store-ids"",
                                ','.join(CONF.enabled_backends.keys()))
            response.headerlist.append(enabled_backends)"
119,apps/glance/glance/api/v2/images.py,enabled,CONF.enabled_backends,key,create.CONF.enabled_backends.keys,"if CONF.enabled_backends:
            enabled_backends = (""OpenStack-image-store-ids"",
                                ','.join(CONF.enabled_backends.keys()))
            response.headerlist.append(enabled_backends)"
120,apps/glance/glance/api/v2/images.py,enabled,create.CONF.enabled_backends,enabled_backends,create.CONF.enabled_backends,"if CONF.enabled_backends:
            enabled_backends = (""OpenStack-image-store-ids"",
                                ','.join(CONF.enabled_backends.keys()))
            response.headerlist.append(enabled_backends)"
121,apps/glance/glance/api/v2/images.py,enabled,create.CONF.enabled_backends,enabled_backends,create.CONF.enabled_backends.keys,"if CONF.enabled_backends:
            enabled_backends = (""OpenStack-image-store-ids"",
                                ','.join(CONF.enabled_backends.keys()))
            response.headerlist.append(enabled_backends)"
122,apps/glance/glance/api/v2/images.py,enabled,create.CONF.enabled_backends,key,create.CONF.enabled_backends.keys,"if CONF.enabled_backends:
            enabled_backends = (""OpenStack-image-store-ids"",
                                ','.join(CONF.enabled_backends.keys()))
            response.headerlist.append(enabled_backends)"
123,apps/glance/glance/api/v2/images.py,enabled,create.CONF.enabled_backends.keys,enabled_backends,create.CONF.enabled_backends,"if CONF.enabled_backends:
            enabled_backends = (""OpenStack-image-store-ids"",
                                ','.join(CONF.enabled_backends.keys()))
            response.headerlist.append(enabled_backends)"
124,apps/glance/glance/api/v2/images.py,enabled,create.CONF.enabled_backends.keys,enabled_backends,create.CONF.enabled_backends.keys,"if CONF.enabled_backends:
            enabled_backends = (""OpenStack-image-store-ids"",
                                ','.join(CONF.enabled_backends.keys()))
            response.headerlist.append(enabled_backends)"
125,apps/glance/glance/api/v2/images.py,enabled,create.CONF.enabled_backends.keys,key,create.CONF.enabled_backends.keys,"if CONF.enabled_backends:
            enabled_backends = (""OpenStack-image-store-ids"",
                                ','.join(CONF.enabled_backends.keys()))
            response.headerlist.append(enabled_backends)"
126,apps/glance/glance/api/v2/images.py,enabled_backends,create.CONF.enabled_backends,key,create.CONF.enabled_backends.keys,"if CONF.enabled_backends:
            enabled_backends = (""OpenStack-image-store-ids"",
                                ','.join(CONF.enabled_backends.keys()))
            response.headerlist.append(enabled_backends)"
127,apps/glance/glance/api/v2/images.py,enabled_backends,create.CONF.enabled_backends.keys,key,create.CONF.enabled_backends.keys,"if CONF.enabled_backends:
            enabled_backends = (""OpenStack-image-store-ids"",
                                ','.join(CONF.enabled_backends.keys()))
            response.headerlist.append(enabled_backends)"
128,apps/glance/glance/api/v2/images.py,enabled,CONF.enabled_backends.keys,enabled_backends,create.CONF.enabled_backends,"if CONF.enabled_backends:
            enabled_backends = (""OpenStack-image-store-ids"",
                                ','.join(CONF.enabled_backends.keys()))
            response.headerlist.append(enabled_backends)"
129,apps/glance/glance/api/v2/images.py,enabled,CONF.enabled_backends.keys,enabled_backends,create.CONF.enabled_backends.keys,"if CONF.enabled_backends:
            enabled_backends = (""OpenStack-image-store-ids"",
                                ','.join(CONF.enabled_backends.keys()))
            response.headerlist.append(enabled_backends)"
130,apps/glance/glance/api/v2/images.py,enabled,CONF.enabled_backends.keys,key,create.CONF.enabled_backends.keys,"if CONF.enabled_backends:
            enabled_backends = (""OpenStack-image-store-ids"",
                                ','.join(CONF.enabled_backends.keys()))
            response.headerlist.append(enabled_backends)"
131,apps/glance/glance/api/v2/images.py,enabled_backends,create.CONF.enabled_backends,key,CONF.enabled_backends.keys,"if CONF.enabled_backends:
            enabled_backends = (""OpenStack-image-store-ids"",
                                ','.join(CONF.enabled_backends.keys()))
            response.headerlist.append(enabled_backends)"
132,apps/glance/glance/api/v2/images.py,enabled_backends,create.CONF.enabled_backends.keys,key,CONF.enabled_backends.keys,"if CONF.enabled_backends:
            enabled_backends = (""OpenStack-image-store-ids"",
                                ','.join(CONF.enabled_backends.keys()))
            response.headerlist.append(enabled_backends)"
133,apps/glance/glance/api/v2/images.py,enabled,CONF.enabled_backends,enabled_backends,CONF.enabled_backends.keys,"if CONF.enabled_backends:
            enabled_backends = (""OpenStack-image-store-ids"",
                                ','.join(CONF.enabled_backends.keys()))
            response.headerlist.append(enabled_backends)"
134,apps/glance/glance/api/v2/images.py,enabled,CONF.enabled_backends,key,CONF.enabled_backends.keys,"if CONF.enabled_backends:
            enabled_backends = (""OpenStack-image-store-ids"",
                                ','.join(CONF.enabled_backends.keys()))
            response.headerlist.append(enabled_backends)"
135,apps/glance/glance/api/v2/images.py,enabled,create.CONF.enabled_backends,enabled_backends,CONF.enabled_backends.keys,"if CONF.enabled_backends:
            enabled_backends = (""OpenStack-image-store-ids"",
                                ','.join(CONF.enabled_backends.keys()))
            response.headerlist.append(enabled_backends)"
136,apps/glance/glance/api/v2/images.py,enabled,create.CONF.enabled_backends,key,CONF.enabled_backends.keys,"if CONF.enabled_backends:
            enabled_backends = (""OpenStack-image-store-ids"",
                                ','.join(CONF.enabled_backends.keys()))
            response.headerlist.append(enabled_backends)"
137,apps/glance/glance/api/v2/images.py,enabled,create.CONF.enabled_backends.keys,enabled_backends,CONF.enabled_backends.keys,"if CONF.enabled_backends:
            enabled_backends = (""OpenStack-image-store-ids"",
                                ','.join(CONF.enabled_backends.keys()))
            response.headerlist.append(enabled_backends)"
138,apps/glance/glance/api/v2/images.py,enabled,create.CONF.enabled_backends.keys,key,CONF.enabled_backends.keys,"if CONF.enabled_backends:
            enabled_backends = (""OpenStack-image-store-ids"",
                                ','.join(CONF.enabled_backends.keys()))
            response.headerlist.append(enabled_backends)"
139,apps/glance/glance/api/v2/images.py,enabled_backends,CONF.enabled_backends.keys,key,create.CONF.enabled_backends.keys,"if CONF.enabled_backends:
            enabled_backends = (""OpenStack-image-store-ids"",
                                ','.join(CONF.enabled_backends.keys()))
            response.headerlist.append(enabled_backends)"
